Serial Number,Defect Status,Date,Time,Month,Week,Week #,Operator,Operation,Station,Table,Location,Latitude,Gore,Type,Film Type,SubProcess,Condition,Criteria,Disposition,MRB Disposition,Comment
TK-781,Closed,2014-05-21,01:38:00,May 2014,21,3,102533,,3,3,46_ALL,0,46,PS,PE01,GORE SEALS,VOID C-FOLD/BACK-UP,SHELL OR BALLONET - ANY VOID ANYWHERE,RESEAL,,lost bottom gore when sealing had to reseal
TK-781,Closed,2014-05-21,02:02:00,May 2014,21,3,102526,,3,3,46_30A,30,46,PS,CONVENTIONAL,GORE SEALS,TUCK,SMALL (<1/4 IN) WITH NO JAGGED EDGE SEAL,SSA PATCH,,
TK-781,Closed,2014-05-21,02:03:00,May 2014,21,3,102526,,3,3,46_30A,30,46,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
TK-781,Closed,2014-05-21,02:26:00,May 2014,21,3,102526,,3,3,47_37B,-37,47,PS,PE01,GORE SEALS,OTHER,SUDDEN CHANGE IN OVERALL FEEL OR APPEARANCE,MRB,,
TK-781,Closed,2014-05-21,02:27:00,May 2014,21,3,102526,,3,3,47_37B,-37,47,PS,PE01,GORE SEALS,CONTAMINATION,OUTSIDE TAPE TACK ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,fod in seal
TK-781,Closed,2014-05-21,04:19:00,May 2014,21,3,102533,,3,3,48_48,4,48,PS,PE01,GORE SEALS,VOID C-FOLD/BACK-UP,SHELL OR BALLONET - ANY VOID ANYWHERE,RESEAL,,lost bottom gore had to reseal
TK-781,Closed,2014-05-21,04:21:00,May 2014,21,3,102533,,3,3,48_35A,35,48,PS,PE01,GORE SEALS,TUCK,FINAL SEAL - OUTSIDE TACK ZONE - SMALL (<1/4 IN); WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH (APPLIED EXTERIOR),,was able to patch inside
TK-781,Closed,2014-05-21,05:48:00,May 2014,21,3,102533,,3,3,48_30B,-30,48,PS,PE01,GORE SEALS,CONTAMINATION,OUTSIDE TAPE TACK ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,fod in seal
TK-781,Closed,2014-05-21,05:49:00,May 2014,21,3,102533,,3,3,48_32A,32,48,PS,PE01,GORE SEALS,CONTAMINATION,OUTSIDE TAPE TACK ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,fod in seal
TK-781,Closed,2014-05-22,09:26:00,May 2014,21,4,101095,,0,3,B12_36A,36,12,PB,CONVENTIONAL,GORE FILM,RIP/TEAR/CUT,DOESNT FOLLOW THE SEAL; RIPS TOWARD CENTERFOLD,MRB,,operator scissor cur from drop toward centerfold through the teflon seal. Vertroded seal shut with 2mil film inside the seal adjacent to cut only. Applied inside/outside patch over cut. Folded 2 mil over the cut zone and applied a 3rd patch to conceal.
TK-782,Closed,2014-05-20,05:24:00,May 2014,21,3,102351,,5,5,B03_36B,-36,3,PB,CONVENTIONAL,GORE SEALS,CLEAR EDGE,THINNING THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),VERTROD,,
TK-782,Closed,2014-05-20,06:35:00,May 2014,21,3,102351,,5,5,B09_25A,25,9,PB,CONVENTIONAL,GORE SEALS,CONTAMINATION,CONTAMINATION IN THE GAS SEAL THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
TK-782,Closed,2014-05-20,08:12:00,May 2014,21,3,102351,,5,5,B15_29A,29,15,PB,CONVENTIONAL,GORE SEALS,CLEAR EDGE,THINNING THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),VERTROD,,
TK-782,Closed,2014-05-20,08:21:00,May 2014,21,3,102351,,5,5,B16_29A,29,16,PB,CONVENTIONAL,GORE SEALS,CLEAR EDGE,THINNING THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),VERTROD,,
TK-782,Closed,2014-05-20,09:01:00,May 2014,21,3,102351,,5,5,B21_09A,9,21,PB,CONVENTIONAL,GORE FILM,GEL,GELS WITH FILM THINNING,SSA PATCH,,
TK-782,Closed,2014-05-20,09:59:00,May 2014,21,3,102351,,5,5,B25_19B,-19,25,PB,CONVENTIONAL,GORE FILM,GEL,GELS WITH FILM THINNING,SSA PATCH,,
TK-782,Closed,2014-05-20,10:39:00,May 2014,21,3,103360,,5,5,B28_31A,31,28,PB,CONVENTIONAL,GORE SEALS,CONTAMINATION,CONTAMINATION IN THE GAS SEAL THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
TK-782,Closed,2014-05-20,12:04:00,May 2014,21,3,103627,,5,5,B33_35B,-35,33,PB,CONVENTIONAL,GORE SEALS,CONTAMINATION,CONTAMINATION IN THE GAS SEAL THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
TK-782,Closed,2014-05-20,12:58:00,May 2014,21,3,103301,,5,5,B41_37A,37,41,PB,CONVENTIONAL,GORE SEALS,CONTAMINATION,CONTAMINATION IN THE GAS SEAL THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
TK-782,Closed,2014-05-20,13:02:00,May 2014,21,3,103627,,5,5,B42_20B,-20,42,PB,CONVENTIONAL,GORE FILM,GEL,GELS WITH FILM THINNING,SSA PATCH,,
TK-782,Closed,2014-05-20,13:09:00,May 2014,21,3,103301,,5,5,B43_24A,24,43,PB,CONVENTIONAL,GORE FILM,GEL,GELS WITH FILM THINNING,SSA PATCH,,
TK-782,Closed,2014-05-20,13:23:00,May 2014,21,3,103301,,5,5,B44_05B,-5,44,PB,CONVENTIONAL,GORE SEALS,CONTAMINATION,CONTAMINATION IN THE GAS SEAL THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
TK-782,Closed,2014-05-20,21:41:00,May 2014,21,3,103301,,5,5,21_21B,-21,21,PS,PE01,GORE SEALS,SPLICE IN SEAL,A SPLICE IN THE BARRIER FILM IS IN THE GORE SEAL,RESEAL,,
TK-782,Closed,2014-05-21,02:54:00,May 2014,21,3,102351,,5,5,26_27A,27,26,PS,PE01,GORE SEALS,CONTAMINATION,OUTSIDE TAPE TACK ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
TK-782,Closed,2014-05-21,03:32:00,May 2014,21,3,102351,,5,5,28_37A,37,28,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,within 6 in-vertrod
TK-782,Closed,2014-05-21,03:42:00,May 2014,21,3,102351,,5,5,28_25A,25,28,PS,PE01,GORE SEALS,JAGGED EDGE,OUTSIDE TAPE TACK ZONE; EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-782,Closed,2014-05-21,06:25:00,May 2014,21,3,102351,,5,5,29_36A,36,29,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,within 6 in-vertrod
TK-782,Closed,2014-05-21,06:29:00,May 2014,21,3,102351,,5,5,31_36A,36,31,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,within 6-vertrod
TK-782,Closed,2014-05-21,06:30:00,May 2014,21,3,102351,,5,5,33_36A,36,33,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,within 6-vertrod
TK-782,Closed,2014-05-21,06:32:00,May 2014,21,3,102351,,5,5,34_36A,36,34,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,within 6-vertrod
TK-782,Closed,2014-05-21,06:34:00,May 2014,21,3,102351,,5,5,36_36A,36,36,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - LARGE (>1/4 IN),INCISION & VERTROD,,within 6-vertrod
TK-782,Closed,2014-05-21,06:51:00,May 2014,21,3,103360,,5,5,36_36A,36,36,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,vertrod twice- had an end up to high.  then patched  000790
TK-782,Closed,2014-05-21,08:41:00,May 2014,21,3,102350,,5,5,42_36A,36,42,PS,PE01,GORE SEALS,CONTAMINATION,OUTSIDE TAPE TACK ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
TK-782,Closed,2014-05-21,09:07:00,May 2014,21,3,102351,,5,5,44_36A,36,44,PS,PE01,GORE SEALS,CONTAMINATION,OUTSIDE TAPE TACK ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
TK-782,Closed,2014-05-21,10:02:00,May 2014,21,3,102351,,5,5,46_36A,36,46,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
TK-782,Closed,2014-05-21,11:56:00,May 2014,21,3,103301,,5,5,48_34A,34,48,PS,PE01,GORE SEALS,TUCK,FINAL SEAL - OUTSIDE TACK ZONE - SMALL (<1/4 IN); NO JAGGED EDGE SEAL,SSA PATCH (APPLIED EXTERIOR),,
TK-782,Closed,2014-05-21,11:57:00,May 2014,21,3,103301,,5,5,48_35A,35,48,PS,PE01,GORE SEALS,TUCK,FINAL SEAL - OUTSIDE TACK ZONE - SMALL (<1/4 IN); NO JAGGED EDGE SEAL,SSA PATCH (APPLIED EXTERIOR),,
TK-782,Closed,2014-05-23,02:30:00,May 2014,21,4,102494,,5,5,28_37A,37,28,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,patched
TK-782,Closed,2014-05-23,02:32:00,May 2014,21,4,102494,,5,5,47_37A,37,47,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,patched
TK-782,Closed,2014-05-23,03:53:00,May 2014,21,4,103129,,5,5,15_35A,35,15,PS,PE01,GORE SEALS,TUCK,FINAL SEAL - INSIDE TACK ZONE - SMALL (<1/4 IN) ; NO JAGGED EDGE SEAL,SSA PATCH (APPLIED EXTERIOR),,patch applied
TK-783,Closed,2014-05-15,10:06:00,May 2014,20,3,103383,,2,2,B01_37B,-37,1,PB,CONVENTIONAL,GORE SEALS,CLEAR EDGE,THINNING THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),VERTROD,,
TK-783,Closed,2014-05-15,10:09:00,May 2014,20,3,103383,,2,2,B01_37B,-37,1,PB,PE01,GORE SEALS,CLEAR EDGE,OUTSIDE TAPE TACK ZONE; THINNING THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),VERTROD,,
TK-783,Closed,2014-05-15,10:12:00,May 2014,20,3,103383,,2,2,B01_ALL,0,1,PB,PE01,GORE SEALS,JAGGED EDGE,INSIDE TAPE TACK ZONE; EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,RESEAL,,sealer issue. bubbles down whole seal
TK-783,Closed,2014-05-15,14:08:00,May 2014,20,3,103216,,2,2,B23_ALL,0,23,PB,PE01,GORE SEALS,CONTAMINATION,INSIDE TAPE TACK ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-783,Closed,2014-05-15,18:18:00,May 2014,20,3,103216,,2,2,B48_35A,35,48,PB,PE01,GORE SEALS,TUCK,*OUTSIDE TACK ZONE - SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
TK-783,Closed,2014-05-16,03:48:00,May 2014,20,3,103223,,2,2,04_25B,-25,4,PS,PE01,C-FOLD/BACKING,MATERIAL SPLICE,BREAK IN ROLL CONTINUITY; TWO OR MORE SEGMENTS TO MAKE ONE ROLL,RED TAG,,"splice was in seal at 25 b, reseal"
TK-783,Closed,2014-05-16,03:53:00,May 2014,20,3,103376,,2,2,04_35B,-35,4,PS,CONVENTIONAL,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-783,Closed,2014-05-16,03:54:00,May 2014,20,3,103376,,2,2,04_32B,-32,4,PS,CONVENTIONAL,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-783,Closed,2014-05-16,03:54:00,May 2014,20,3,103376,,2,2,04_33B,-33,4,PS,CONVENTIONAL,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-783,Closed,2014-05-16,03:55:00,May 2014,20,3,103376,,2,2,04_31B,-31,4,PS,CONVENTIONAL,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-783,Closed,2014-05-16,04:27:00,May 2014,20,3,103376,,2,2,05_34B,-34,5,PS,CONVENTIONAL,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-783,Closed,2014-05-16,04:28:00,May 2014,20,3,103376,,2,2,05_ALL,0,5,PS,CONVENTIONAL,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,reseal due to bubbles in seal
TK-783,Closed,2014-05-16,04:29:00,May 2014,20,3,103376,,2,2,05_34B,-34,5,PS,CONVENTIONAL,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-783,Closed,2014-05-16,04:30:00,May 2014,20,3,103376,,2,2,05_35A,35,5,PS,CONVENTIONAL,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-783,Closed,2014-05-16,04:30:00,May 2014,20,3,103376,,2,2,05_36B,-36,5,PS,CONVENTIONAL,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-783,Closed,2014-05-16,04:31:00,May 2014,20,3,103376,,2,2,05_33A,33,5,PS,CONVENTIONAL,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-783,Closed,2014-05-16,04:31:00,May 2014,20,3,103376,,2,2,05_34A,34,5,PS,CONVENTIONAL,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-783,Closed,2014-05-16,06:48:00,May 2014,20,3,103223,,2,2,24_ALL,0,24,PS,PE01,GORE SEALS,FAILED RESEAL,DEFECT PERSISTS AFTER RESEAL OR SUBSEQUENT SEAL DEFECT REQUIRES A NEW SEAL,CUT-OFF,,
TK-783,Closed,2014-05-16,06:48:00,May 2014,20,3,103223,,2,2,24_ALL,0,24,PS,PE01,GORE SEALS,TUCK,*INSIDE TACK ZONE - LARGE (>1/4 IN),RESEAL,,
TK-783,Closed,2014-05-16,07:45:00,May 2014,20,3,103223,,1,2,B24_30A,30,24,PB,PE01,BALLONET FLAGS,MISSING FLAG,*BALLONET SEAL - BALLONET FLAG NOT IN SEAL,VERTROD FLAG ON,,
TK-783,Closed,2014-05-16,08:16:00,May 2014,20,3,103223,,2,2,23_36A,36,23,PS,PE01,GORE SEALS,TUCK,*OUTSIDE TACK ZONE - SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
TK-783,Closed,2014-05-16,08:17:00,May 2014,20,3,103223,,2,2,23_36A,36,23,PS,PE01,GORE SEALS,TUCK,*OUTSIDE TACK ZONE - SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
TK-783,Closed,2014-05-20,06:24:00,May 2014,21,3,103376,,2,2,15_36A,36,15,PS,PE01,GORE SEALS,TUCK,INSIDE TACK ZONE - SMALL (<1/4 IN) NO JAGGED EDGE,SSA PATCH,,
TK-783,Closed,2014-05-20,08:23:00,May 2014,21,3,103383,,2,2,B24_16A,16,24,PB,PE01,GORE SEALS,TUCK,INSIDE TACK ZONE - SMALL (<1/4 IN) NO JAGGED EDGE,SSA PATCH,,
TK-783,Closed,2014-05-20,19:25:00,May 2014,21,3,103216,,2,2,01_ALL,0,1,PS,PE01,GORE SEALS,VOID C-FOLD/BACK-UP,SHELL OR BALLONET - ANY VOID ANYWHERE,RESEAL,,
TK-783,Closed,2014-05-20,19:26:00,May 2014,21,3,103216,,2,2,02_ALL,0,2,PS,PE01,GORE SEALS,VOID C-FOLD/BACK-UP,SHELL OR BALLONET - ANY VOID ANYWHERE,RESEAL,,
TK-783,Closed,2014-05-20,19:26:00,May 2014,21,3,103216,,2,2,03_ALL,0,3,PS,PE01,GORE SEALS,VOID C-FOLD/BACK-UP,SHELL OR BALLONET - ANY VOID ANYWHERE,RESEAL,,
TK-783,Closed,2014-05-20,21:47:00,May 2014,21,3,103216,,2,2,23_ALL,0,23,PS,PE01,GORE SEALS,VOID C-FOLD/BACK-UP,SHELL OR BALLONET - ANY VOID ANYWHERE,RESEAL,,Cut back to 23
TK-783,Closed,2014-05-22,04:50:00,May 2014,21,4,103129,,2,2,13_34A,34,13,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,patched
TK-783,Closed,2014-05-22,04:51:00,May 2014,21,4,103129,,2,2,37_34A,34,37,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,patched
TK-783,Closed,2014-05-22,04:52:00,May 2014,21,4,103129,,2,2,40_34A,34,40,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,patched
TK-783,Closed,2014-05-28,03:33:00,May 2014,22,4,103129,,2,2,15_35A,35,15,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,patched
TK-784,Closed,2014-05-16,18:05:00,May 2014,20,3,103216,,4,4,B01_ALL,0,1,PB,PE01,GORE SEALS,WRONG RECIPE,*SELECTED & SEALED WITH INCORRECT BAND SEALER OR VERTROD RECIPE,MRB,,Not an MRB its a reseal
TK-784,Closed,2014-05-17,02:33:00,May 2014,20,3,103376,,4,4,B46_36A,36,46,PB,CONVENTIONAL,GORE SEALS,TUCK,*SMALL (<1/4 IN) WITH NO JAGGED EDGE SEAL,SSA PATCH,,
TK-784,Closed,2014-05-17,02:34:00,May 2014,20,3,103376,,4,4,B46_36A,36,46,PB,CONVENTIONAL,GORE SEALS,TUCK,*SMALL (<1/4 IN) WITH NO JAGGED EDGE SEAL,SSA PATCH,,
TK-784,Closed,2014-05-20,03:54:00,May 2014,21,3,103223,,4,4,23_35A,35,23,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
TK-784,Closed,2014-05-20,03:55:00,May 2014,21,3,103223,,4,4,23_36A,36,23,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
TK-784,Closed,2014-05-20,07:39:00,May 2014,21,3,103223,,4,4,35_37B,-37,35,PS,PE01,GORE SEALS,JAGGED EDGE,OUTSIDE TAPE TACK ZONE; EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-784,Closed,2014-05-20,07:40:00,May 2014,21,3,103223,,4,4,35_22A,22,35,PS,PE01,GORE SEALS,JAGGED EDGE,INSIDE TAPE TACK ZONE; EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,RESEAL,,
TK-784,Closed,2014-05-20,08:55:00,May 2014,21,3,103223,,4,4,41_36A,36,41,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
TK-784,Closed,2014-05-20,11:40:00,May 2014,21,3,103223,,4,4,48_36A,36,48,PS,PE01,GORE SEALS,TUCK,FINAL SEAL - OUTSIDE TACK ZONE - SMALL (<1/4 IN); NO JAGGED EDGE SEAL,SSA PATCH (APPLIED EXTERIOR),,
TK-784,Closed,2014-05-21,10:27:00,May 2014,21,3,102370,,0,4,B34_37A,37,34,PB,PE01,GORE FILM,RIP/TEAR WITHOUT YIELDED EDGE,ALONG SEAL WITHIN 12 IN OF MARKLINE,VERTROD,,
TK-784,Closed,2014-05-21,10:28:00,May 2014,21,3,102370,,0,4,B34_37A,37,34,PB,PE01,GORE FILM,RIP/TEAR WITHOUT YIELDED EDGE,ALONG SEAL WITHIN 12 IN OF MARKLINE,VERTROD,,Noticed seal was ripped when handling.
TK-785,Closed,2014-05-21,01:57:00,May 2014,21,3,103383,,2,2,26_36A,36,26,PS,CONVENTIONAL,GORE SEALS,TUCK,SMALL (<1/4 IN) WITH NO JAGGED EDGE SEAL,SSA PATCH,,
TK-785,Closed,2014-05-21,02:00:00,May 2014,21,3,103383,,2,2,26_36A,36,26,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,only vertrod due to 6 inch rule
TK-785,Closed,2014-05-21,02:13:00,May 2014,21,3,103383,,2,2,27_36A,36,27,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,vertrod only due to 6 inch rule
TK-785,Closed,2014-05-21,02:51:00,May 2014,21,3,103383,,2,2,30_36A,36,30,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,vertrod only due to 6 inch rule
TK-785,Closed,2014-05-21,05:16:00,May 2014,21,3,101095,,2,2,31_10A,10,31,PS,PE01,GORE FILM,MISALIGNED CENTERFOLD,GREATER THAN 0.2 IN FROM THE RAIL,MRB,,Cut out gores 21-31 Dennis
TK-785,Closed,2014-05-22,08:07:00,May 2014,21,4,101095,,2,2,B24_11B,-11,24,PB,PE01,GORE FILM,FINGER PULL OR YIELDING,ANY YIELDING,MRB,,PE01 0.75mil thick patch not in seal applied SSA patch to exterior
TK-785,Closed,2014-05-22,08:08:00,May 2014,21,4,101095,,2,2,B24_11B,-11,24,PB,PE01,GORE FILM,FINGER PULL OR YIELDING,ANY YIELDING,MRB,,PE01 0.75mil thick patch not in seal applied SSA patch to exterior
TK-785,Closed,2014-05-22,08:34:00,May 2014,21,4,101095,,0,2,B24_26A,26,24,PB,PE01,GORE SEALS,SEALED EXTRA MATERIAL,RESULTING VERTROD HAS INADVERTANTLY CAPTURED NEARBY GORE MATERIAL,RESEAL,,"After cut off gore event, operator attached flag with vertrod sealing extra material"
TK-785,Closed,2014-05-22,08:36:00,May 2014,21,4,101095,,0,2,B24_26A,26,24,PB,PE01,GORE SEALS,SEALED EXTRA MATERIAL,RESULTING VERTROD HAS INADVERTANTLY CAPTURED NEARBY GORE MATERIAL,RESEAL,,"After cut off gore event, operator attached flag with vertrod sealing extra material"
TK-785,Closed,2014-05-22,11:07:00,May 2014,21,4,103223,,2,2,21_36B,-36,21,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
TK-785,Closed,2014-05-22,14:28:00,May 2014,21,4,103216,,2,2,42_ALL,0,42,PS,PE01,GORE SEALS,VOID C-FOLD/BACK-UP,SHELL OR BALLONET - ANY VOID ANYWHERE,RESEAL,,
TK-785,Closed,2014-05-22,16:30:00,May 2014,21,4,103216,,2,2,48_ALL,0,48,PS,PE01,GORE SEALS,CONTAMINATION,INSIDE TAPE TACK ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-785,Closed,2014-05-22,16:32:00,May 2014,21,4,103216,,2,2,42_36A,36,42,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
TK-785,Closed,2014-05-22,16:33:00,May 2014,21,4,103216,,2,2,38_36A,36,38,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
TK-785,Closed,2014-05-22,16:34:00,May 2014,21,4,103216,,2,2,42_34A,34,42,PS,PE01,GORE SEALS,TUCK,OUTSIDE TACK ZONE - SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
TK-786,Closed,2014-05-21,02:52:00,May 2014,21,3,103441,,1,1,01_32A,32,1,PS,CONVENTIONAL,GORE SEALS,CONTAMINATION,CONTAMINATION IN THE GAS SEAL THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
TK-786,Closed,2014-05-21,07:52:00,May 2014,21,3,103258,,1,1,40_33B,-33,40,PS,PE01,GORE SEALS,CONTAMINATION,OUTSIDE TAPE TACK ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
TK-788,Closed,2014-05-21,16:39:00,May 2014,21,3,103485,,1,1,B08_35A,35,8,PB,CONVENTIONAL,GORE SEALS,TUCK,SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
